col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
30,70人联盟管理费,70人联盟的每月管理费,200,1,1000,6,2,0
31,80人联盟管理费,80人联盟的每月管理费,350,1,1000,6,2,0
32,90人联盟管理费,90人联盟的每月管理费,500,1,1000,6,2,0
33,100人联盟管理费,100人联盟的每月管理费,750,1,1000,6,2,0
34,扩建联盟费,新扩充到20人联盟费！,20,1,1,7,1,0
35,扩建联盟费,新扩充到30人联盟费！,30,1,1,7,1,0
36,扩建联盟费,新扩充到40人联盟费！,40,1,1,7,1,0
37,扩建联盟费,新扩充到50人联盟费！,60,1,1,7,1,0
38,扩建联盟费,新扩充到60人联盟费！,80,1,1,7,1,0
39,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
40,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
41,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
42,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
43,扩建联盟费,新扩充到30人联盟费！,30,1,1,7,1,0
44,扩建联盟费,新扩充到40人联盟费！,40,1,1,7,1,0
45,扩建联盟费,新扩充到50人联盟费！,60,1,1,7,1,0
46,扩建联盟费,新扩充到60人联盟费！,80,1,1,7,1,0
47,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
48,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
49,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
50,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
51,扩建联盟费,新扩充到40人联盟费！,40,1,1,7,1,0
52,扩建联盟费,新扩充到50人联盟费！,60,1,1,7,1,0
53,扩建联盟费,新扩充到60人联盟费！,80,1,1,7,1,0
54,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
55,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
56,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
57,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
58,扩建联盟费,新扩充到50人联盟费！,60,1,1,7,1,0
59,扩建联盟费,新扩充到60人联盟费！,80,1,1,7,1,0
60,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
61,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
62,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
63,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
64,扩建联盟费,新扩充到60人联盟费！,80,1,1,7,1,0
65,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
66,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
67,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
68,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
69,扩建联盟费,新扩充到70人联盟费！,140,1,1,7,1,0
70,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
71,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
72,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
73,扩建联盟费,新扩充到80人联盟费！,300,1,1,7,1,0
74,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
75,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
76,扩建联盟费,新扩充到90人联盟费！,300,1,1,7,1,0
77,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
78,扩建联盟费,新扩充到100人联盟费！,500,1,1,7,1,0
101,20点卷,20点卷,60,1,10,3,2,101
102,200点卷,200点卷,300,1,10,3,2,102
103,1000点卷,1000点卷,1280,1,10,3,2,103
104,5000点卷,5000点卷,2580,1,10,3,2,104
108,MINI版欧洲野牛客运,,880,1,64,1,1,108
109,限时版欧洲野牛客运,,3080,1,64,1,1,109
110,MINI版欧洲野牛货运,,880,1,64,1,1,110
111,限时版欧洲野牛货运,,3080,1,64,1,1,111
112,MINI版欧洲野牛客货运,,1280,1,64,1,1,112
113,限时版欧洲野牛客货运,,4880,1,64,1,1,113
114,青藏铁路NJ2客运型,青藏铁路NJ2客运型,1280,1,64,1,1,114
115,青藏铁路NJ2货运型,青藏铁路NJ2货运型,1280,1,64,1,1,115
116,青藏铁路NJ2客货两用,青藏铁路NJ2客货两用,2580,1,64,1,1,116
117,法国TGV客运型,法国TGV客运型,1580,1,64,1,1,117
118,法国TGV货运型,法国TGV货运型,1580,1,64,1,1,118
119,法国TGV客货两用,法国TGV客货两用,3080,1,64,1,1,119
120,韶山8型客货两用,韶山8型客货两用,450,1,64,1,1,120
121,韶山7E型客货两用,韶山7E型客货两用,730,1,64,1,1,121
122,神州型客货两用,神州型客货两用,260,1,64,1,1,122
123,大男孩蒸汽车客运型,,300,1,64,1,1,123
124,大男孩蒸汽车货运型,,300,1,64,1,1,124
125,大男孩蒸汽车客货运型,,195,1,64,1,1,125
126,法国TGV熊猫版客运型,,1200,1,64,1,1,126
127,法国TGV熊猫版货运型,,1200,1,64,1,1,127
128,法国TGV熊猫版客货两用,,325,1,64,1,1,128
129,万圣节版神州客货两用,,4180,1,64,1,1,129
133,空军版运20客货运型,,5180,1,64,1,1,133
135,环球8000客运型,环球8000客运型,1000,1,64,1,1,135
136,环球8000货运型,环球8000货运型,1000,1,64,1,1,136
137,环球8000客货型,环球8000客货型,585,1,64,1,1,137
138,56宝石,立刻获得56宝石,6,1,10,3,2,138
139,228宝石,立刻获得228宝石,25,1,10,3,2,139
140,796宝石,立刻获得796宝石,78,1,10,3,2,140
141,1348宝石,立刻获得1348宝石,128,1,10,3,2,141
142,2043宝石,立刻获得2043宝石,188,1,10,3,2,142
143,2899宝石,立刻获得2899宝石,258,1,10,3,2,143
144,4676宝石,立刻获得4676宝石,388,1,10,3,2,144
145,8725宝石,立刻获得8725宝石,648,1,10,3,2,145
146,野鸭号客货型,,200,1,64,1,1,146
147,神州货运型,,1680,1,64,1,1,147
148,美食火车双节版,,130,1,64,1,1,148
149,大黄鸭客货型,,130,1,64,1,1,149
150,圣诞版AVE客运型,,1720,1,64,1,1,150
151,圣诞版AVE货运型,,1720,1,64,1,1,151
152,圣诞版AVE客货运型,,3500,1,64,1,1,152
153,60电池包,,48,1,1,3,2,153
154,330电池包,,238,1,1,3,2,154
155,688电池包,,448,1,1,3,2,155
156,1426电池包,,798,1,1,3,2,156
157,NZJ1春节客货型,,5180,1,64,1,1,157
158,NZJ1春节客运型,,2988,1,64,1,1,158
159,NZJ1春节货运型,,2988,1,64,1,1,159
180,超值礼包1,,250,1,1,2,1,180
181,超值礼包2,,1250,1,1,2,1,181
182,Regina电力客运型,,1000,1,64,1,1,182
183,Regina电力货运型,,1000,1,64,1,1,183
184,Regina电力客货型,,455,1,64,1,1,184
185,美国MP36PH_3S客运型,,2360,1,64,1,1,185
186,美国MP36PH_3S货运型,,2360,1,64,1,1,186
187,美国MP36PH_3S客货型,,4688,1,64,1,1,187
188,CKD9B柴油机车客型,,455,1,64,1,1,188
189,CKD9B柴油机车货型,,455,1,64,1,1,189
190,CKD9B柴油机客货型,,455,1,64,1,1,190
191,英铁374电力动车客运,,780,1,64,1,1,191
192,英铁374电力动车货运,,780,1,64,1,1,192
193,英铁374电力动车客货运,,780,1,64,1,1,193
194,中原之星国庆版客货型,,2899,1,64,1,1,194
195,中原之星国庆版纯客型,,2173,1,64,1,1,195
196,中原之星国庆版纯货型,,2173,1,64,1,1,196
197,日本国铁机器猫客型,,2999,1,64,1,1,197
198,日本国铁机器猫货型,,2999,1,64,1,1,198
199,日本国铁机器猫客货型,,3999,1,64,1,1,199
200,ETS圣诞版客型,,2999,1,64,1,1,200
201,ETS圣诞版货型,,2999,1,64,1,1,201
202,ETS圣诞版客货型,,3999,1,64,1,1,202
203,窜天猴吉祥号客型,,2999,1,64,1,1,203
204,窜天猴吉祥号货型,,2999,1,64,1,1,204
205,窜天猴吉祥号客货型,,3999,1,64,1,1,205
206,SJ2000高速列车客型,,910,1,64,1,1,206
207,SJ2000高速列车货型,,910,1,64,1,1,207
208,SJ2000高速列车客货型,,910,1,64,1,1,208
209,晋龙号客型,,2999,1,64,1,1,209
210,晋龙号货型,,2999,1,64,1,1,210
211,晋龙号客货型,,3999,1,64,1,1,211
212,普通司机,,400,1,1,9,1,212
213,甲铁城蒸汽列车客型,,2999,1,64,1,1,213
214,甲铁城蒸汽列车货型,,2999,1,64,1,1,214
215,甲铁城蒸汽列车客货型,,3999,1,64,1,1,215
216,CRH-0207奥运涂装客型,,2999,1,64,1,1,216
217,CRH-0207奥运涂装货型,,2999,1,64,1,1,217
218,CRH-0207奥运涂装客货型,,3999,1,64,1,1,218
219,5045红宝石,立刻获得5045红宝石,5600,1,10,10,2,219
220,105红宝石,立刻获得105红宝石,158,1,10,10,2,220
221,525红宝石,立刻获得525红宝石,700,1,10,10,2,221
222,2045红宝石,立刻获得2045红石,2640,1,10,10,2,222
223,CRH-0503国庆涂装客型,,3800,1,64,1,1,223
224,CRH-0503国庆涂装货型,,3800,1,64,1,1,224
225,CRH-0503国庆涂装客货型,,3999,1,64,1,1,225
226,投资点卷,,1799,1,1,3,1,226
227,投资火车,,2800,1,1,3,1,227
228,CRH-0207圣诞节客型,,1099,1,64,1,1,228
229,CRH-0207圣诞节货型,,1099,1,64,1,1,229
230,CRH-0207圣诞节客货型,,1299,1,64,1,1,230
231,2017生肖涂装客型,,1466,1,64,1,1,231
232,2017生肖涂装货型,,1466,1,64,1,1,232
233,2017生肖涂装客货型,,2054,1,64,1,1,233
234,英铁Class395客型,,1350,1,64,1,1,234
235,英铁Class395货型,,1350,1,64,1,1,235
236,英铁Class395客货型,,1350,1,64,1,1,236
237,MLU001磁浮列车客运型,,2000,1,64,1,1,237
238,MLU001磁浮列车货运型,,2000,1,64,1,1,238
239,MLU001磁浮列车客货型,,2000,1,64,1,1,239
240,复兴号客运型,复兴号客运型,2600,1,64,1,1,240
241,复兴号货运型,复兴号货运型,2600,1,64,1,1,241
242,复兴号客货型,复兴号客货型,2800,1,64,1,1,242
243,JR磁悬浮客货型,JR磁悬浮客货型,2000,1,64,1,1,243
244,E657系电车客运型,E657系电车客运型,900,1,64,1,1,244
245,E657系电车货运型,E657系电车货运型,900,1,64,1,1,245
246,E657系电车客货型,E657系电车客货型,1000,1,64,1,1,246
247,西门子Velaro RUS CHS8客运型,西门子Velaro RUS CHS8客运型,888,1,64,1,1,247
248,西门子Velaro RUS CHS8货运型,西门子Velaro RUS CHS8货运型,888,1,64,1,1,248
249,西门子Velaro RUS CHS8客货型,西门子Velaro RUS CHS8客货型,888,1,64,1,1,249
250,月卡,月卡,800,1,1,2,1,0
251,周卡,周卡,240,1,1,2,1,0
252,大力士高速列车客运型,大力士高速列车客运型,1500,1,64,1,1,252
253,大力士高速列车货运型,大力士高速列车货运型,1500,1,64,1,1,253
254,大力士高速列车客货型,大力士高速列车客货型,1500,1,64,1,1,254
255,CRH2-168A动车组客运型,CRH2-168A动车组客运型,1500,1,64,1,1,255
256,CRH2-168A动车组货运型,CRH2-168A动车组货运型,1500,1,64,1,1,256
257,CRH2-168A动车组客货型,CRH2-168A动车组客货型,1500,1,64,1,1,257
258,世界杯涂装火车客运型,世界杯涂装火车客运型,1500,1,64,1,1,258
259,世界杯涂装火车货运型,世界杯涂装火车货运型,1500,1,64,1,1,259
260,世界杯涂装火车客货型,世界杯涂装火车客货型,1500,1,64,1,1,260
261,高级点卷投资,高级点卷投资,5160,1,1,3,1,261
262,高级红宝石投资,高级红宝石投资,5600,1,1,3,1,262
263,高级机车投资,高级机车投资,6160,1,1,3,1,263
264,无,无,600,1,64,1,1,264
265,无,无,600,1,64,1,1,265
266,无,无,600,1,64,1,1,266
267,车厢_孔雀石3ES8型电力机车客运型,车厢_孔雀石3ES8型电力机车客运型,120,1,32,11,1,267
268,底盘_孔雀石3ES8型电力机车客运型,底盘_孔雀石3ES8型电力机车客运型,120,1,32,11,1,268
269,车头_孔雀石3ES8型电力机车客运型,车头_孔雀石3ES8型电力机车客运型,120,1,32,11,1,269
270,图纸_孔雀石3ES8型电力机车客运型,图纸_孔雀石3ES8型电力机车客运型,120,1,32,11,1,270
271,车厢_孔雀石3ES8型电力机车货运型,车厢_孔雀石3ES8型电力机车货运型,120,1,32,11,1,271
272,底盘_孔雀石3ES8型电力机车货运型,底盘_孔雀石3ES8型电力机车货运型,120,1,32,11,1,272
273,车头_孔雀石3ES8型电力机车货运型,车头_孔雀石3ES8型电力机车货运型,120,1,32,11,1,273
274,图纸_孔雀石3ES8型电力机车货运型,图纸_孔雀石3ES8型电力机车货运型,120,1,32,11,1,274
275,车厢_孔雀石3ES8型电力机车客货型,车厢_孔雀石3ES8型电力机车客货型,120,1,32,11,1,275
276,底盘_孔雀石3ES8型电力机车客货型,底盘_孔雀石3ES8型电力机车客货型,120,1,32,11,1,276
277,车头_孔雀石3ES8型电力机车客货型,车头_孔雀石3ES8型电力机车客货型,120,1,32,11,1,277
278,图纸_孔雀石3ES8型电力机车客货型,图纸_孔雀石3ES8型电力机车客货型,120,1,32,11,1,278
279,2018中秋涂装高速列车客运型,2018中秋涂装高速列车客运型,2000,1,64,1,1,279
280,2018中秋涂装高速列车货运型,2018中秋涂装高速列车货运型,2000,1,64,1,1,280
281,2018中秋涂装高速列车客货型,2018中秋涂装高速列车客货型,2000,1,64,1,1,281
282,2018双十一涂装高速列车客运型,2018双十一涂装高速列车客运型,700,1,64,1,1,282
283,2018双十一涂装高速列车货运型,2018双十一涂装高速列车货运型,700,1,64,1,1,283
284,2018双十一涂装高速列车客货型,2018双十一涂装高速列车客货型,700,1,64,1,1,284
285,2018圣诞涂装高速列车客运型,2018圣诞涂装高速列车客运型,600,1,64,1,1,285
286,2018圣诞涂装高速列车货运型,2018圣诞涂装高速列车货运型,600,1,64,1,1,286
287,2018圣诞涂装高速列车客货型,2018圣诞涂装高速列车客货型,600,1,64,1,1,287
288,CR200J型复兴号动车组客货型,CR200J型复兴号动车组客货型,500,1,64,1,1,288
289,E655皇室专列客运型,E655皇室专列客运型,2000,1,64,1,1,289
290,E655皇室专列货运型,E655皇室专列货运型,2000,1,64,1,1,290
291,E655皇室专列客货型,E655皇室专列客货型,2000,1,64,1,1,291
292,CR200J型复兴号动车组货运型,CR200J型复兴号动车组货运型,500,1,64,1,1,292
293,CR200J型复兴号动车组客运型,CR200J型复兴号动车组客运型,500,1,64,1,1,293
294,THSR 700T 客运型,THSR 700T 客运型,250,1,64,1,1,294
295,THSR 700T货运型,THSR 700T货运型,250,1,64,1,1,295
296,THSR 700T 客货型,THSR 700T 客货型,250,1,64,1,1,296
297,OUIGO客运型,OUIGO客运型,1000,1,64,1,1,297
298,OUIGO货运型,OUIGO货运型,1000,1,64,1,1,298
299,OUIGO客货型,OUIGO客货型,1000,1,64,1,1,299
300,瑞丰号客运型,瑞丰号客运型,750,1,64,1,1,300
301,瑞丰号货运型,瑞丰号货运型,750,1,64,1,1,301
302,瑞丰号客货型,瑞丰号客货型,750,1,64,1,1,302
303,水晶景观客客运型,水晶景观客客运型,780,1,64,1,1,303
304,水晶景观客货运型,水晶景观客货运型,780,1,64,1,1,304
305,水晶景观客客货型,水晶景观客客货型,780,1,64,1,1,305
306,2019八一涂装客客运型,2019八一涂装客客运型,650,1,64,1,1,306
307,2019八一涂装客货运型,2019八一涂装客货运型,650,1,64,1,1,307
308,2019八一涂装客客货型,2019八一涂装客客货型,650,1,64,1,1,308
309,TGV Lyria客客运型,TGV Lyria客客运型,2800,1,64,1,1,309
310,TGV Lyria客货运型,TGV Lyria客货运型,2800,1,64,1,1,310
311,TGV Lyria客客货型,TGV Lyria客客货型,2800,1,64,1,1,311
312,2019中秋涂装客客运型,2019中秋涂装客客运型,650,1,64,1,1,312
313,2019中秋涂装客货运型,2019中秋涂装客货运型,650,1,64,1,1,313
314,2019中秋涂装客客货型,2019中秋涂装客客货型,650,1,64,1,1,314
315,2019国庆涂装客客运型,2019国庆涂装客客运型,700,1,64,1,1,315
316,2019国庆涂装客货运型,2019国庆涂装客货运型,700,1,64,1,1,316
317,2019国庆涂装客客货型,2019国庆涂装客客货型,700,1,64,1,1,317
318,2019万圣节涂装客客运型,2019万圣节涂装客客运型,520,1,64,1,1,318
319,2019万圣节涂装客货运型,2019万圣节涂装客货运型,520,1,64,1,1,319
320,2019万圣节涂装客客货型,2019万圣节涂装客客货型,520,1,64,1,1,320
321,2020元旦涂装客客运型,2020元旦涂装客客运型,520,1,64,1,1,321
322,2020元旦涂装客货运型,2020元旦涂装客货运型,520,1,64,1,1,322
323,2020元旦涂装客客货型,2020元旦涂装客客货型,520,1,64,1,1,323
324,限时礼包1,限时礼包1,2500,1,1,2,1,324
325,限时礼包2,限时礼包2,3750,1,1,2,1,325
326,限时礼包3,限时礼包3,3750,1,1,2,1,326
327,四季岛号客运型,四季岛号客运型,728,1,64,1,1,327
328,四季岛号货运型,四季岛号货运型,728,1,64,1,1,328
329,四季岛号客货型,四季岛号客货型,728,1,64,1,1,329
330,熊猫空铁客运型,熊猫空铁客运型,400,1,64,1,1,330
331,熊猫空铁货运型,熊猫空铁货运型,400,1,64,1,1,331
332,熊猫空铁客货型,熊猫空铁客货型,400,1,64,1,1,332
333,折扣券：1折券,折扣券：1折券,4000,1,1,14,1,333
334,折扣券：2折券,折扣券：2折券,3000,1,1,14,1,334
335,折扣券：3折券,折扣券：3折券,2000,1,1,14,1,335
336,折扣券：4折券,折扣券：4折券,1000,1,1,14,1,336
337,折扣券：5折券,折扣券：5折券,835,1,1,14,1,337
338,10000点券,10000点券,2580,1,1,12,1,338
339,20000点券,20000点券,5160,1,1,12,1,339
340,30000点券,30000点券,7740,1,1,12,1,340
341,10000红宝石,10000红宝石,5000,1,1,12,1,341
342,20000红宝石,20000红宝石,10000,1,1,12,1,342
343,30000红宝石,30000红宝石,15000,1,1,12,1,343
344,2019八一涂装客运型*32,2019八一涂装客运型*32,19200,1,1,12,1,344
345,2019八一涂装货运型*32,2019八一涂装货运型*32,19200,1,1,12,1,345
346,2019八一涂装客货型*32,2019八一涂装客货型*32,19200,1,1,12,1,346
347,E655皇室专列客运型*32,E655皇室专列客运型*32,19200,1,1,12,1,347
348,E655皇室专列货运型*32,E655皇室专列货运型*32,19200,1,1,12,1,348
349,E655皇室专列客货型*32,E655皇室专列客货型*32,19200,1,1,12,1,349
350,THSR 700T客运型*32,THSR 700T客运型*32,20800,1,1,12,1,350
351,THSR 700T货运型*32,THSR 700T货运型*32,20800,1,1,12,1,351
352,THSR 700T客货型*32,THSR 700T客货型*32,20800,1,1,12,1,352
353,2019中秋涂装客运型*32,2019中秋涂装客运型*32,20800,1,1,12,1,353
354,2019中秋涂装货运型*32,2019中秋涂装货运型*32,20800,1,1,12,1,354
355,2019中秋涂装客货型*32,2019中秋涂装客货型*32,20800,1,1,12,1,355
356,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,20800,1,1,12,1,356
357,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,20800,1,1,12,1,357
358,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,20800,1,1,12,1,358
359,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,22400,1,1,12,1,359
360,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,22400,1,1,12,1,360
361,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,22400,1,1,12,1,361
362,10000点券,10000点券,258,1,1,13,1,362
363,20000点券,20000点券,516,1,1,13,1,363
364,30000点券,30000点券,774,1,1,13,1,364
365,10000红宝石,10000红宝石,500,1,1,13,1,365
366,20000红宝石,20000红宝石,1000,1,1,13,1,366
367,30000红宝石,30000红宝石,1500,1,1,13,1,367
368,2019八一涂装客运型*32,2019八一涂装客运型*32,1920,1,1,13,1,368
369,2019八一涂装货运型*32,2019八一涂装货运型*32,1920,1,1,13,1,369
370,2019八一涂装客货型*32,2019八一涂装客货型*32,1920,1,1,13,1,370
371,E655皇室专列客运型*32,E655皇室专列客运型*32,1920,1,1,13,1,371
372,E655皇室专列货运型*32,E655皇室专列货运型*32,1920,1,1,13,1,372
373,E655皇室专列客货型*32,E655皇室专列客货型*32,1920,1,1,13,1,373
374,THSR 700T客运型*32,THSR 700T客运型*32,2080,1,1,13,1,374
375,THSR 700T货运型*32,THSR 700T货运型*32,2080,1,1,13,1,375
376,THSR 700T客货型*32,THSR 700T客货型*32,2080,1,1,13,1,376
377,2019中秋涂装客运型*32,2019中秋涂装客运型*32,2080,1,1,13,1,377
378,2019中秋涂装货运型*32,2019中秋涂装货运型*32,2080,1,1,13,1,378
379,2019中秋涂装客货型*32,2019中秋涂装客货型*32,2080,1,1,13,1,379
380,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,2080,1,1,13,1,380
381,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,2080,1,1,13,1,381
382,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,2080,1,1,13,1,382
383,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,2240,1,1,13,1,383
384,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,2240,1,1,13,1,384
385,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,2240,1,1,13,1,385
386,10000点券,10000点券,516,1,1,13,1,386
387,20000点券,20000点券,1032,1,1,13,1,387
388,30000点券,30000点券,1548,1,1,13,1,388
389,10000红宝石,10000红宝石,1000,1,1,13,1,389
390,20000红宝石,20000红宝石,2000,1,1,13,1,390
391,30000红宝石,30000红宝石,3000,1,1,13,1,391
392,2019八一涂装客运型*32,2019八一涂装客运型*32,3840,1,1,13,1,392
393,2019八一涂装货运型*32,2019八一涂装货运型*32,3840,1,1,13,1,393
394,2019八一涂装客货型*32,2019八一涂装客货型*32,3840,1,1,13,1,394
395,E655皇室专列客运型*32,E655皇室专列客运型*32,3840,1,1,13,1,395
396,E655皇室专列货运型*32,E655皇室专列货运型*32,3840,1,1,13,1,396
397,E655皇室专列客货型*32,E655皇室专列客货型*32,3840,1,1,13,1,397
398,THSR 700T客运型*32,THSR 700T客运型*32,4160,1,1,13,1,398
399,THSR 700T货运型*32,THSR 700T货运型*32,4160,1,1,13,1,399
400,THSR 700T客货型*32,THSR 700T客货型*32,4160,1,1,13,1,400
401,2019中秋涂装客运型*32,2019中秋涂装客运型*32,4160,1,1,13,1,401
402,2019中秋涂装货运型*32,2019中秋涂装货运型*32,4160,1,1,13,1,402
403,2019中秋涂装客货型*32,2019中秋涂装客货型*32,4160,1,1,13,1,403
404,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,4160,1,1,13,1,404
405,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,4160,1,1,13,1,405
406,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,4160,1,1,13,1,406
407,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,4480,1,1,13,1,407
408,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,4480,1,1,13,1,408
409,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,4480,1,1,13,1,409
410,10000点券,10000点券,774,1,1,13,1,410
411,20000点券,20000点券,1548,1,1,13,1,411
412,30000点券,30000点券,2322,1,1,13,1,412
413,10000红宝石,10000红宝石,1500,1,1,13,1,413
414,20000红宝石,20000红宝石,3000,1,1,13,1,414
415,30000红宝石,30000红宝石,4500,1,1,13,1,415
416,2019八一涂装客运型*32,2019八一涂装客运型*32,5760,1,1,13,1,416
417,2019八一涂装货运型*32,2019八一涂装货运型*32,5760,1,1,13,1,417
418,2019八一涂装客货型*32,2019八一涂装客货型*32,5760,1,1,13,1,418
419,E655皇室专列客运型*32,E655皇室专列客运型*32,5760,1,1,13,1,419
420,E655皇室专列货运型*32,E655皇室专列货运型*32,5760,1,1,13,1,420
421,E655皇室专列客货型*32,E655皇室专列客货型*32,5760,1,1,13,1,421
422,THSR 700T客运型*32,THSR 700T客运型*32,6240,1,1,13,1,422
423,THSR 700T货运型*32,THSR 700T货运型*32,6240,1,1,13,1,423
424,THSR 700T客货型*32,THSR 700T客货型*32,6240,1,1,13,1,424
425,2019中秋涂装客运型*32,2019中秋涂装客运型*32,6240,1,1,13,1,425
426,2019中秋涂装货运型*32,2019中秋涂装货运型*32,6240,1,1,13,1,426
427,2019中秋涂装客货型*32,2019中秋涂装客货型*32,6240,1,1,13,1,427
428,2019万圣节涂装客运型*32,2019万圣节涂装客运型*32,6240,1,1,13,1,428
429,2019万圣节涂装货运型*32,2019万圣节涂装货运型*32,6240,1,1,13,1,429
430,2019万圣节涂装客货型*32,2019万圣节涂装客货型*32,6240,1,1,13,1,430
431,2020鼠年涂装客运型*32,2020鼠年涂装客运型*32,6720,1,1,13,1,431
432,2020鼠年涂装货运型*32,2020鼠年涂装货运型*32,6720,1,1,13,1,432
433,2020鼠年涂装客货型*32,2020鼠年涂装客货型*32,6720,1,1,13,1,433
434,10000点券,10000点券,1032,1,1,13,1,434
435,20000点券,20000点券,2064,1,1,13,1,435
436,30000点券,30000点券,3096,1,1,13,1,436
437,10000红宝石,10000红宝石,2000,1,1,13,1,437
438,20000红宝石,20000红宝石,4000,1,1,13,1,438
439,30000红宝石,30000红宝石,6000,1,1,13,1,439
440,2019八一涂装客运型*32,2019八一涂装客运型*32,7680,1,1,13,1,440
441,2019八一涂装货运型*32,2019八一涂装货运型*32,7680,1,1,13,1,441
442,2019八一涂装客货型*32,2019八一涂装客货型*32,7680,1,1,13,1,442
443,E655皇室专列客运型*32,E655皇室专列客运型*32,7680,1,1,13,1,443
444,E655皇室专列货运型*32,E655皇室专列货运型*32,7680,1,1,13,1,444
445,E655皇室专列客货型*32,E655皇室专列客货型*32,7680,1,1,13,1,445
446,THSR 700T客运型*32,THSR 700T客运型*32,8320,1,1,13,1,446
