col_0,col_1,col_2,col_3,col_4,col_5,col_6
4,411,0,1000,1850,50,0
4,412,0,1000,1850,50,0
4,415,1,175,325,50,0
4,432,1,56,104,50,0
4,433,1,210,390,50,0
4,455,1,105,195,50,0
4,460,1,140,260,50,0
4,466,1,210,390,50,0
4,483,1,140,260,50,0
4,496,1,140,260,50,0
4,516,1,175,325,50,0
4,517,1,175,325,50,0
4,518,1,175,325,50,0
4,519,1,175,325,50,0
4,538,0,1900,3520,50,0
4,539,0,1900,3520,50,0
4,540,0,1900,3520,50,0
4,580,1,546,1014,50,0
4,581,1,546,1014,50,0
4,582,1,546,1014,50,0
4,602,1,686,1274,50,0
4,603,1,686,1274,50,0
4,604,1,686,1274,50,0
4,625,1,546,1014,50,0
4,626,1,546,1014,50,0
4,627,1,546,1014,50,0
5,-1911,1,400,690,100,1
5,-1910,1,400,690,100,1
5,-1909,1,400,690,100,1
5,-1908,1,400,690,100,1
5,-1847,0,360,720,100,1
5,-1846,0,360,720,100,1
5,-1845,0,360,720,100,1
5,-1844,0,360,720,100,1
5,59,1,42,78,50,0
5,242,1,70,130,50,0
5,248,0,199,235,50,0
5,249,0,170,200,50,0
5,268,1,70,130,50,0
5,269,1,42,78,50,0
5,277,1,42,78,50,0
5,280,0,800,1480,50,0
5,291,1,70,130,50,0
5,297,1,70,130,50,0
5,299,1,70,130,50,0
5,309,1,70,130,50,0
5,320,1,70,130,50,0
5,335,1,210,390,50,0
5,375,1,42,78,50,0
5,383,1,140,260,50,0
5,397,0,1100,2040,50,0
5,413,1,105,195,50,0
5,420,0,1050,1950,50,0
5,430,1,56,104,50,0
5,470,0,1200,2220,50,0
5,490,1,140,260,50,0
5,495,1,140,260,50,0
5,498,0,1200,2220,50,0
5,510,1,140,260,50,0
5,520,1,140,260,50,0
5,521,1,140,260,50,0
5,522,1,140,260,50,0
5,535,0,2100,3900,50,0
5,536,0,2100,3900,50,0
5,537,0,2100,3900,50,0
5,541,1,210,390,50,0
5,542,1,210,390,50,0
5,543,1,210,390,50,0
5,562,1,406,754,50,0
5,563,1,406,754,50,0
5,564,1,406,754,50,0
5,583,1,210,390,50,0
5,584,1,210,390,50,0
5,585,1,210,390,50,0
5,598,1,406,754,50,0
5,605,1,406,754,50,0
5,606,1,406,754,50,0
5,628,1,686,1274,50,0
5,629,1,686,1274,50,0
5,630,1,686,1274,50,0
6,-1911,1,400,690,100,1
6,-1910,1,400,690,100,1
6,-1909,1,400,690,100,1
6,-1908,1,400,690,100,1
6,-1847,0,360,720,100,1
6,-1846,0,360,720,100,1
6,-1845,0,360,720,100,1
6,-1844,0,360,720,100,1
6,63,1,42,78,50,0
6,221,0,800,1480,50,0
6,227,0,1891,2049,50,0
6,228,0,1000,1850,50,0
6,231,1,140,260,50,0
6,235,0,1400,2600,50,0
6,252,1,28,52,50,0
6,270,1,42,78,50,0
6,272,0,750,1390,50,0
6,279,0,800,1480,50,0
6,294,1,70,130,50,0
6,303,1,42,78,50,0
6,326,1,70,130,50,0
6,341,0,850,1570,50,0
6,354,1,140,260,50,0
6,356,1,42,78,50,0
6,380,1,105,195,50,0
6,421,0,1050,1950,50,0
6,426,1,175,325,50,0
6,443,1,140,260,50,0
6,444,1,140,260,50,0
6,458,1,140,260,50,0
6,474,1,140,260,50,0
6,482,1,140,260,50,0
6,487,0,1100,2040,50,0
6,491,1,140,260,50,0
6,493,1,70,130,50,0
6,523,1,210,390,50,0
6,524,1,210,390,50,0
6,525,1,210,390,50,0
6,544,1,266,494,50,0
6,545,1,266,494,50,0
6,546,1,266,494,50,0
6,565,1,266,494,50,0
6,566,1,266,494,50,0
6,567,1,266,494,50,0
6,586,1,686,1274,50,0
6,587,1,686,1274,50,0
6,588,1,686,1274,50,0
6,607,1,686,1274,50,0
6,608,1,686,1274,50,0
6,609,1,686,1274,50,0
6,631,1,686,1274,50,0
6,632,1,686,1274,50,0
6,633,1,686,1274,50,0
7,-1911,1,400,690,100,1
7,-1910,1,400,690,100,1
7,-1909,1,400,690,100,1
7,-1908,1,400,690,100,1
7,-1847,0,360,720,100,1
7,-1846,0,360,720,100,1
7,-1845,0,360,720,100,1
7,-1844,0,360,720,100,1
7,64,1,42,78,50,0
7,215,1,42,78,50,0
7,222,0,800,1480,50,0
7,233,0,1400,2600,50,0
7,274,0,800,1480,50,0
7,290,0,1100,2040,50,0
7,292,1,70,130,50,0
7,307,1,70,130,50,0
7,310,1,28,52,50,0
7,317,1,70,130,50,0
7,318,1,70,130,50,0
7,321,1,70,130,50,0
7,329,0,1100,2040,50,0
7,332,1,28,52,50,0
7,337,1,105,195,50,0
7,340,0,850,1570,50,0
7,370,1,140,260,50,0
7,371,1,140,260,50,0
7,372,1,140,260,50,0
7,373,1,42,78,50,0
7,429,1,210,390,50,0
7,442,1,140,260,50,0
7,465,1,210,390,50,0
7,469,0,1200,2220,50,0
7,471,0,1200,2220,50,0
7,472,1,140,260,50,0
7,486,0,1100,2040,50,0
7,489,1,140,260,50,0
7,501,1,42,78,50,0
7,526,1,140,260,50,0
7,527,1,140,260,50,0
7,528,1,140,260,50,0
7,529,0,1800,3340,50,0
7,530,0,1800,3340,50,0
7,531,0,1800,3340,50,0
7,547,1,406,754,50,0
7,548,1,406,754,50,0
7,549,1,406,754,50,0
7,568,1,546,1014,50,0
7,569,1,546,1014,50,0
7,570,1,546,1014,50,0
7,589,1,406,754,50,0
7,590,1,406,754,50,0
7,591,1,406,754,50,0
7,610,1,546,1014,50,0
7,611,1,546,1014,50,0
7,612,1,546,1014,50,0
7,634,1,686,1274,50,0
7,635,1,686,1274,50,0
7,636,1,686,1274,50,0
